tip	date	distance	residual
Reunion_EPI_ISL_19902414_2024-12-27	2024.9863387978141	1.1727595010179974E-4	-6.459058807739866E-5
Reunion_EPI_ISL_19902386_2024-12-05	2024.9262295081967	1.1727595010179974E-4	-3.247968226461091E-5
Reunion_EPI_ISL_19902437_2024-09-16	2024.707650273224	1.1727595010179974E-4	8.428724796360725E-5
Reunion_EPI_ISL_19902340_2025-01-02	2025.0027397260274	1.1727595010179974E-4	-7.33521067122242E-5
Reunion_EPI_ISL_19902350_2024-12-12	2024.9453551912568	1.1727595010179974E-4	-4.269678865976041E-5
Reunion_EPI_ISL_19902416_2024-12-18	2024.9617486338798	1.1727595010179974E-4	-5.1454308426904526E-5
Reunion_EPI_ISL_19902328_2024-09-12	2024.6967213114754	1.1727595010179974E-4	9.012559447518469E-5
Reunion_EPI_ISL_19902406_2024-11-25	2024.8989071038252	1.1727595010179974E-4	-1.7883815986111394E-5
Reunion_EPI_ISL_19902327_2024-12-03	2024.9207650273224	1.1727595010179974E-4	-2.9560509009044232E-5
Reunion_EPI_ISL_19902311_2024-12-06	2024.9289617486338	1.1727595010179974E-4	-3.393926889261629E-5
Mauritius_36503_REUNION_IMPORTED_2025-03-27	2025.2328767123288	2.094294501017998E-4	-1.041397883197185E-4
Mauritius_36984_POINTECOTTON-Rodrigues_RODRIGUES_2025-03-30	2025.2410958904109	6.687970501017995E-4	3.50837055194331E-4
Mauritius_37160_RODRIGUES_RODRIGUES_2025-03-29	2025.2383561643835	5.738626501017996E-4	2.573662406895738E-4
Mauritius_65875_BLACK_RIVER_LOCAL_2025-06-10	2025.4383561643835	6.924736501017995E-4	2.6913549953063755E-4
Reunion_EPI_ISL_19902424_2025-03-26	2025.2301369863014	3.028229501017996E-4	-9.282702824475969E-6
Reunion_EPI_ISL_19902295_2024-12-07	2024.931693989071	2.1187765010179978E-4	5.9202844479600404E-5
Reunion_EPI_ISL_19902423_2024-12-28	2024.9890710382513	2.1187765010179978E-4	2.8551525294595993E-5
Reunion_EPI_ISL_19902353_2025-01-08	2025.0191780821917	2.1187765010179978E-4	1.2468080315875386E-5
Mauritius_37161_RODRIGUES_RODRIGUES_2025-03-29	2025.2383561643835	3.058781501017996E-4	-1.0618259310426212E-5
Mauritius_65110_RODRIGUES_LOCAL_2025-06-04	2025.4219178082192	3.046801501017996E-4	-1.0987648749746196E-4
Reunion_EPI_ISL_19902429_2025-02-18	2025.131506849315	2.128624501017998E-4	-4.655412499262904E-5
Reunion_EPI_ISL_19871956_2024-12-23	2024.9754098360656	3.9180895010179964E-4	2.1578075843395664E-4
Mauritius_37316_LOCAL_2025-04-01	2025.2465753424658	3.020398501017996E-4	-1.8847315796376412E-5
Mauritius_38699_PLAINEWILHEMS_LOCAL_2025-04-10	2025.2712328767122	3.9715895010179964E-4	6.309951474577297E-5
Mauritius_48581_RIVIERE_DU_REMPART_LOCAL_2025-05-07	2025.345205479452	5.824058501017995E-4	2.088296063717768E-4
Mauritius_61360_PLAINE_WILHEMS_LOCAL_2025-05-26	2025.3972602739725	3.898802501017996E-4	-1.1504118039389207E-5
Mauritius_52834_PORT_LOUIS_LOCAL_2025-05-17	2025.372602739726	3.059589501017996E-4	-8.225314858153858E-5
Mauritius_61255_PAMPLEMOUSSES_LOCAL_2025-05-26	2025.3972602739725	3.081626501017996E-4	-9.322171803938923E-5
Reunion_EPI_ISL_19902389_2025-03-06	2025.1753424657534	2.139755501017998E-4	-6.885839291784492E-5
Reunion_EPI_ISL_19902410_2025-01-31	2025.0821917808219	2.139755501017998E-4	-1.9096486076705682E-5
Mauritius_45662_PLAINEWILHEMS_LOCAL_2025-04-22	2025.304109589041	1.2066385010179974E-4	-2.3095861119824986E-4
Mauritius_47586_RIVIERE_DU_REMPART_LOCAL_2025-04-30	2025.3260273972603	4.7103135010179967E-4	1.0770020483914214E-4
Mauritius_62010_RIVIERE_DU_REMPART_LOCAL_2025-05-30	2025.4082191780822	4.912386501017996E-4	8.399993997919579E-5
Mauritius_62325_RIVIERE_DU_REMPART_LOCAL_2025-05-30	2025.4082191780822	4.8499845010179963E-4	7.775973997919581E-5
Mauritius_49575_RODRIGUES_LOCAL_2025-05-13	2025.3616438356164	3.932015501017996E-4	1.0843793399876415E-5
Mauritius_49252_RODRIGUES_LOCAL_2025-05-11	2025.3561643835617	1.2179315010179974E-4	-2.57637435609638E-4
Mauritius_64994_PORT_LOUIS_LOCAL_2025-06-04	2025.4219178082192	3.141959501017996E-4	-1.0036068749746192E-4
Mauritius_66071_PORT_LOUIS_LOCAL_2025-06-10	2025.4383561643835	2.117547501017998E-4	-2.1158340046936218E-4
Reunion_EPI_ISL_19902401_2025-02-24	2025.1479452054793	2.096197501017998E-4	-5.8578337964529484E-5
Mauritius_37312_PAMPLEMOUSSES_LOCAL_2025-04-01	2025.2465753424658	2.111687501017998E-4	-1.0971841579637622E-4
Reunion_EPI_ISL_19902285_2025-03-25	2025.227397260274	3.921404501017996E-4	8.149838267076676E-5
Reunion_EPI_ISL_19902376_2025-03-18	2025.2082191780821	3.018281501017996E-4	1.431181138354025E-6
Reunion_EPI_ISL_19902355_2025-03-08	2025.1808219178083	2.117400501017998E-4	-7.40210639085524E-5
Mauritius_38827_PAMPLEMOUSSES_LOCAL_2025-04-11	2025.2739726027398	3.068158501017996E-4	-2.8707170749691833E-5
Mauritius_38828_PAMPLEMOUSSES_LOCAL_2025-04-11	2025.2739726027398	3.963300501017996E-4	6.080702925030814E-5
Reunion_EPI_ISL_19902333_2025-01-24	2025.0630136986301	3.056865501017996E-4	8.285961239065936E-5
Reunion_EPI_ISL_19902421_2025-03-02	2025.164383561644	3.046026501017996E-4	2.7623049063347843E-5
Reunion_EPI_ISL_19902404_2025-03-22	2025.2191780821918	2.144579501017998E-4	-9.179336084306079E-5
Reunion_EPI_ISL_19902325_2025-01-27	2025.0712328767124	2.144579501017998E-4	-1.2759744095512736E-5
Reunion_EPI_ISL_19902387_2024-12-26	2024.983606557377	2.144579501017998E-4	3.405099855038473E-5
Reunion_EPI_ISL_19902332_2024-12-12	2024.9453551912568	2.144579501017998E-4	5.448521134023964E-5
Mauritius_61350_PORT_LOUIS_LOCAL_2025-05-26	2025.3972602739725	3.942015501017996E-4	-7.182818039389212E-6
Mayotte_EPI_ISL_19902278_2025-03-20	2025.213698630137	4.862777501017996E-4	1.8295361014742447E-4
Reunion_EPI_ISL_19902373_2025-02-19	2025.1342465753426	5.745706501017996E-4	3.1369048951212803E-4
Mauritius_52764_FLACQ_LOCAL_2025-05-19	2025.3780821917808	2.1377325010179979E-4	-1.7736601957224588E-4
Mauritius_66074_BLACK_RIVER_LOCAL_2025-06-11	2025.441095890411	2.1377325010179979E-4	-2.1102848596460491E-4
Mauritius_45206_BLACK-RIVER_LOCAL_2025-04-19	2025.295890410959	4.862606501017996E-4	1.3902894528770025E-4
Reunion_EPI_ISL_19902366_2025-03-15	2025.2	3.009706501017996E-4	4.964437624082197E-6
Mauritius_49081_PORT_LOUIS_LOCAL_2025-05-10	2025.3534246575343	3.0205635010179964E-4	-7.591065011417332E-5
Mauritius_52812_RIVIERE_DU_REMPART_LOCAL_2025-05-18	2025.3753424657534	8.722722501017996E-4	4.825965659232187E-4
Mauritius_65224_PORT_LOUIS_LOCAL_2025-06-06	2025.427397260274	3.056606501017996E-4	-1.1182315848794736E-4
Reunion_EPI_ISL_19902308_2025-02-08	2025.1041095890412	2.128768501017998E-4	-3.190387003931361E-5
Reunion_EPI_ISL_19902417_2025-01-20	2025.0520547945205	2.128768501017998E-4	-4.095745627925472E-6
Reunion_EPI_ISL_19902399_2025-02-25	2025.150684931507	2.128768501017998E-4	-5.678482345999425E-5
Reunion_EPI_ISL_19902411_2025-01-30	2025.0794520547945	3.8892115010179967E-4	1.5731269941875897E-4
Mauritius_39088_PAMPLEMOUSSES_LOCAL_2025-04-10	2025.2712328767122	3.033008501017996E-4	-3.075858525422706E-5
Mauritius_39212_RODRIGUES_RODRIGUES_2025-04-13	2025.2794520547945	2.1327885010179979E-4	-1.2517134174039915E-4
Mauritius_61237_RODRIGUES_LOCAL_2025-05-25	2025.3945205479451	3.9372145010179967E-4	-6.199332544146435E-6
Mauritius_45332_LOCAL_2025-04-21	2025.3013698630136	2.0939915010179978E-4	-1.4075972570300709E-4
Reunion_EPI_ISL_19902382_2024-12-18	2024.9617486338798	2.1034335010179978E-4	4.161309157309551E-5
Mauritius_45420_FLACQ_LOCAL_2025-04-21	2025.3013698630136	2.082698501017998E-4	-1.4188902570300707E-4
Mauritius_61983_RODRIGUES_LOCAL_2025-05-28	2025.4027397260274	3.018949501017996E-4	-1.024165890300967E-4
Reunion_EPI_ISL_19902289_2024-12-13	2024.948087431694	2.136392501017998E-4	5.22069247124563E-5
Reunion_EPI_ISL_19902425_2025-01-15	2025.0383561643835	2.136392501017998E-4	3.984581848732235E-6
Reunion_EPI_ISL_19902403_2025-01-08	2025.0191780821917	2.136392501017998E-4	1.42296803158754E-5
Reunion_EPI_ISL_19902280_2025-04-14	2025.282191780822	3.906673501017997E-4	5.075357276435803E-5
Reunion_EPI_ISL_19902380_2024-11-30	2024.9125683060108	2.113769501017998E-4	6.891925087452788E-5
Reunion_EPI_ISL_19902413_2024-12-12	2024.9453551912568	2.113769501017998E-4	5.1404211340239645E-5
Reunion_EPI_ISL_19857293_2024-09-01	2024.6666666666667	1.1501735010179974E-4	1.0392244738146754E-4
Mauritius_45920_2025-04-24	2025.309589041096	2.092923501017998E-4	-1.452572821889573E-4
Mauritius_47874_SAVANNE_LOCAL_2025-05-01	2025.3287671232877	3.0120825010179964E-4	-6.358648065632266E-5
Reunion_EPI_ISL_19902291_2025-03-13	2025.194520547945	2.9534715010179965E-4	2.268108615011773E-6
Reunion_EPI_ISL_19902290_2025-03-13	2025.194520547945	2.9430825010179964E-4	1.229208615011765E-6
Mauritius_47452_PAMPLEMOUSSES_LOCAL_2025-04-29	2025.323287671233	1.1727595010179974E-4	-2.4459160966561503E-4
Mauritius_60976_RIVIERE_DU_REMPART_LOCAL_2025-05-24	2025.3917808219178	3.9125215010179967E-4	-7.20504704890371E-6
Reunion_EPI_ISL_19902343_2025-03-13	2025.194520547945	2.0509765010179976E-4	-8.798139138498811E-5
Mauritius_47631_PORT_LOUIS_LOCAL_2025-04-30	2025.3260273972603	2.0841295010179978E-4	-1.5491819516085775E-4
Reunion_EPI_ISL_19902300_2025-02-19	2025.1342465753426	2.0832735010179978E-4	-5.2552810487871784E-5
Reunion_EPI_ISL_19902398_2025-02-13	2025.1178082191782	2.073484501017998E-4	-4.475019751597133E-5
Reunion_EPI_ISL_19902462_2025-02-04	2025.0931506849315	2.073484501017998E-4	-3.157792805789862E-5
Reunion_EPI_ISL_19902357_2024-12-18	2024.9617486338798	2.0510095010179978E-4	3.637069157309551E-5
